<title>/IN --> IN/IN
dead/JJ --> dead/JJ
./. --> ./.
The/DT --> the/DT
cook/NN --> cook/NN
had/VBD --> have/VBD
to/TO --> to/TO
salt/NN --> salt/NN
this/DT --> this/DT
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
wicked/JJ --> wicked/JJ
Queen/NNP --> Queen/NNP
ate/VBD --> eat/VBD
it/PRP --> it/PRP
,/, --> ,/,
and/CC --> and/CC
thought/VBD --> think/VBD
she/PRP --> she/PRP
had/VBD --> have/VBD
eaten/VBN --> eat/VBN
the/DT --> the/DT
heart/NN --> heart/NN
of/IN --> of/IN
Snow-white/JJ --> snow-white/JJ
./. --> ./.
But/CC --> but/CC
now/RB --> now/RB
the/DT --> the/DT
poor/JJ --> poor/JJ
child/NN --> child/NN
was/VBD --> be/VBD
all/DT --> all/DT
alone/RB --> alone/RB
in/IN --> in/IN
the/DT --> the/DT
great/JJ --> great/JJ
forest/NN --> forest/NN
,/, --> ,/,
and/CC --> and/CC
so/RB --> so/RB
terrified/VBN --> terrify/VBN
that/IN --> that/IN
she/PRP --> she/PRP
looked/VBD --> look/VBD
at/IN --> at/IN
every/DT --> every/DT
leaf/NN --> leaf/NN
of/IN --> of/IN
every/DT --> every/DT
tree/NN --> tree/NN
,/, --> ,/,
and/CC --> and/CC
did/VBD --> do/VBD
not/RB --> not/RB
know/VB --> know/VB
what/WP --> what/WP
to/TO --> to/TO
do/VB --> do/VB
./. --> ./.
Then/RB --> then/RB
she/PRP --> she/PRP
began/VBD --> begin/VBD
to/TO --> to/TO
run/VB --> run/VB
,/, --> ,/,
and/CC --> and/CC
ran/VBD --> run/VBD
over/IN --> over/IN
sharp/JJ --> sharp/JJ
stones/NNS --> stone/NNS
and/CC --> and/CC
through/IN --> through/IN
thorns/NNS --> thorn/NNS
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
wild/JJ --> wild/JJ
beasts/NNS --> beast/NNS
ran/VBD --> run/VBD
past/IN --> past/IN
her/PRP --> she/PRP
,/, --> ,/,
but/CC --> but/CC
did/VBD --> do/VBD
her/PRP$ --> she/PRP$
no/DT --> no/DT
harm/NN --> harm/NN
./. --> ./.
She/PRP --> she/PRP
ran/VBD --> run/VBD
as/RB --> as/RB
long/JJ --> long/JJ
as/IN --> as/IN
her/PRP$ --> she/PRP$
feet/NNS --> foot/NNS
would/MD --> would/MD
go/VB --> go/VB
until/IN --> until/IN
it/PRP --> it/PRP
was/VBD --> be/VBD
almost/RB --> almost/RB
evening/NN --> evening/NN
;/: --> ;/:
then/RB --> then/RB
she/PRP --> she/PRP
saw/VBD --> see/VBD
a/DT --> a/DT
little/JJ --> little/JJ
cottage/NN --> cottage/NN
and/CC --> and/CC
went/VBD --> go/VBD
into/IN --> into/IN
it/PRP --> it/PRP
to/TO --> to/TO
rest/VB --> rest/VB
herself/PRP --> herself/PRP
./. --> ./.
Everything/NN --> everything/NN
in/IN --> in/IN
the/DT --> the/DT
cottage/NN --> cottage/NN
was/VBD --> be/VBD
small/JJ --> small/JJ
,/, --> ,/,
but/CC --> but/CC
neater/NN --> neater/NN
and/CC --> and/CC
cleaner/JJR --> cleaner/JJR
than/IN --> than/IN
can/MD --> can/MD
be/VB --> be/VB
told/VBN --> tell/VBN
./. --> ./.
There/EX --> there/EX
was/VBD --> be/VBD
a/DT --> a/DT
table/NN --> table/NN
on/IN --> on/IN
which/WDT --> which/WDT
was/VBD --> be/VBD
a/DT --> a/DT
white/JJ --> white/JJ
cover/NN --> cover/NN
,/, --> ,/,
and/CC --> and/CC
seven/CD --> seven/CD
little/JJ --> little/JJ
plates/NNS --> plate/NNS
,/, --> ,/,
and/CC --> and/CC
on/IN --> on/IN
each/DT --> each/DT
plate/NN --> plate/NN
a/DT --> a/DT
little/JJ --> little/JJ
spoon/NN --> spoon/NN
;/: --> ;/:
moreover/RB --> moreover/RB
,/, --> ,/,
there/EX --> there/EX
were/VBD --> be/VBD
seven/CD --> seven/CD
little/JJ --> little/JJ
knives/NNS --> knife/NNS
and/CC --> and/CC
forks/NNS --> fork/NNS
,/, --> ,/,
and/CC --> and/CC
seven/CD --> seven/CD
little/JJ --> little/JJ
mugs/NNS --> mug/NNS
./. --> ./.
Against/IN --> against/IN
the/DT --> the/DT
wall/NN --> wall/NN
stood/VBD --> stand/VBD
seven/CD --> seven/CD
little/JJ --> little/JJ
beds/NNS --> bed/NNS
side/NN --> side/NN
by/IN --> by/IN
side/NN --> side/NN
,/, --> ,/,
and/CC --> and/CC
covered/VBN --> cover/VBN
with/IN --> with/IN
snow-white/JJ --> snow-white/JJ
counterpanes/NNS --> counterpane/NNS
./. --> ./.
Little/NNP --> Little/NNP
Snow-white/NNP --> Snow-white/NNP
was/VBD --> be/VBD
so/RB --> so/RB
hungry/JJ --> hungry/JJ
and/CC --> and/CC
thirsty/JJ --> thirsty/JJ
that/IN --> that/IN
she/PRP --> she/PRP
ate/VBD --> eat/VBD
some/DT --> some/DT
vegetables/NNS --> vegetable/NNS
and/CC --> and/CC
bread/NN --> bread/NN
from/IN --> from/IN
each/DT --> each/DT
plate/NN --> plate/NN
and/CC --> and/CC
