<title>/JJ --> JJ/JJ
to/TO --> to/TO
his/PRP$ --> he/PRP$
kingdom/NN --> kingdom/NN
,/, --> ,/,
but/CC --> but/CC
she/PRP --> she/PRP
entreated/VBD --> entreat/VBD
him/PRP --> he/PRP
to/TO --> to/TO
let/VB --> let/VB
her/PRP --> she/PRP
go/VB --> go/VB
once/RB --> once/RB
again/RB --> again/RB
to/TO --> to/TO
her/PRP$ --> she/PRP$
father/NN --> father/NN
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
King/NNP --> King/NNP
's/POS --> 's/POS
son/NN --> son/NN
allowed/VBD --> allow/VBD
her/PRP --> she/PRP
to/TO --> to/TO
do/VB --> do/VB
so/RB --> so/RB
,/, --> ,/,
but/CC --> but/CC
she/PRP --> she/PRP
was/VBD --> be/VBD
not/RB --> not/RB
to/TO --> to/TO
say/VB --> say/VB
more/JJR --> more/JJR
to/TO --> to/TO
her/PRP$ --> she/PRP$
father/NN --> father/NN
than/IN --> than/IN
three/CD --> three/CD
words/NNS --> word/NNS
,/, --> ,/,
and/CC --> and/CC
then/RB --> then/RB
she/PRP --> she/PRP
was/VBD --> be/VBD
to/TO --> to/TO
come/VB --> come/VB
back/RB --> back/RB
again/RB --> again/RB
./. --> ./.
So/IN --> so/IN
she/PRP --> she/PRP
went/VBD --> go/VBD
home/NN --> home/NN
,/, --> ,/,
but/CC --> but/CC
she/PRP --> she/PRP
spoke/VBD --> speak/VBD
more/JJR --> more/JJR
than/IN --> than/IN
three/CD --> three/CD
words/NNS --> word/NNS
,/, --> ,/,
and/CC --> and/CC
instantly/RB --> instantly/RB
the/DT --> the/DT
iron/NN --> iron/NN
stove/NN --> stove/NN
disappeared/VBD --> disappear/VBD
,/, --> ,/,
and/CC --> and/CC
was/VBD --> be/VBD
taken/VBN --> take/VBN
far/RB --> far/RB
away/RB --> away/RB
over/IN --> over/IN
glass/NN --> glass/NN
mountains/NNS --> mountain/NNS
and/CC --> and/CC
piercing/VBG --> pierce/VBG
swords/NNS --> sword/NNS
;/: --> ;/:
but/CC --> but/CC
the/DT --> the/DT
King/NNP --> King/NNP
's/POS --> 's/POS
son/NN --> son/NN
was/VBD --> be/VBD
set/VBN --> set/VBN
free/JJ --> free/JJ
,/, --> ,/,
and/CC --> and/CC
no/RB --> no/RB
longer/RB --> longer/RB
shut/VB --> shut/VB
up/RP --> up/RP
in/IN --> in/IN
it/PRP --> it/PRP
./. --> ./.
After/IN --> after/IN
this/DT --> this/DT
she/PRP --> she/PRP
bade/VB --> bid/VB
good-bye/NN --> good-bye/NN
to/TO --> to/TO
her/PRP$ --> she/PRP$
father/NN --> father/NN
,/, --> ,/,
took/VBD --> take/VBD
some/DT --> some/DT
money/NN --> money/NN
with/IN --> with/IN
her/PRP --> she/PRP
,/, --> ,/,
but/CC --> but/CC
not/RB --> not/RB
much/RB --> much/RB
,/, --> ,/,
and/CC --> and/CC
went/VBD --> go/VBD
back/RB --> back/RB
to/TO --> to/TO
the/DT --> the/DT
great/JJ --> great/JJ
forest/NN --> forest/NN
,/, --> ,/,
and/CC --> and/CC
looked/VBD --> look/VBD
for/IN --> for/IN
the/DT --> the/DT
iron/NN --> iron/NN
stove/NN --> stove/NN
,/, --> ,/,
but/CC --> but/CC
it/PRP --> it/PRP
was/VBD --> be/VBD
nowhere/RB --> nowhere/RB
to/TO --> to/TO
be/VB --> be/VB
found/VBN --> find/VBN
./. --> ./.
For/IN --> for/IN
nine/CD --> nine/CD
days/NNS --> day/NNS
she/PRP --> she/PRP
sought/VBD --> seek/VBD
it/PRP --> it/PRP
,/, --> ,/,
and/CC --> and/CC
then/RB --> then/RB
her/PRP$ --> she/PRP$
hunger/NN --> hunger/NN
grew/VBD --> grow/VBD
so/RB --> so/RB
great/JJ --> great/JJ
that/IN --> that/IN
she/PRP --> she/PRP
did/VBD --> do/VBD
not/RB --> not/RB
know/VB --> know/VB
what/WP --> what/WP
to/TO --> to/TO
do/VB --> do/VB
,/, --> ,/,
for/IN --> for/IN
she/PRP --> she/PRP
could/MD --> could/MD
no/RB --> no/RB
longer/RB --> longer/RB
live/VB --> live/VB
./. --> ./.
When/WRB --> when/WRB
it/PRP --> it/PRP
was/VBD --> be/VBD
evening/NN --> evening/NN
,/, --> ,/,
she/PRP --> she/PRP
seated/VBD --> seat/VBD
herself/PRP --> herself/PRP
in/IN --> in/IN
a/DT --> a/DT
small/JJ --> small/JJ
tree/NN --> tree/NN
,/, --> ,/,
and/CC --> and/CC
made/VBD --> make/VBD
up/RP --> up/RP
her/PRP$ --> she/PRP$
mind/NN --> mind/NN
to/TO --> to/TO
spend/VB --> spend/VB
the/DT --> the/DT
night/NN --> night/NN
there/RB --> there/RB
,/, --> ,/,
as/IN --> as/IN
she/PRP --> she/PRP
was/VBD --> be/VBD
afraid/JJ --> afraid/JJ
of/IN --> of/IN
wild/JJ --> wild/JJ
beasts/NNS --> beast/NNS
./. --> ./.
When/WRB --> when/WRB
midnight/NN --> midnight/NN
drew/VBD --> draw/VBD
near/IN --> near/IN
she/PRP --> she/PRP
saw/VBD --> see/VBD
in/IN --> in/IN
the/DT --> the/DT
distance/NN --> distance/NN
a/DT --> a/DT
small/JJ --> small/JJ
light/NN --> light/NN
,/, --> ,/,
and/CC --> and/CC
thought/VBD --> think/VBD
,/, --> ,/,
``/`` --> ``/``
Ah/UH --> ah/UH
,/, --> ,/,
there/EX --> there/EX
I/PRP --> I/PRP
should/MD --> should/MD
be/VB --> be/VB
